"","Concerned.with.homicide.investigations","Concerned.with.treatment.of.juveniles","Concerned.with.response.time","Concerned.with.human.rights","Concerned.with.crime.victim","Concerned.other","If.monitor.bad.apples","If.monitor.help.public","If.monitor.help.leadership","If.monitor.communicate.success","If.monitor.other"
"118","","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"119","","","","","","Finding effected ways to improve crime","","","","Telling the public about all NOPD’s successes and mistakes","+"
"120","","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"121","","Treatment of juveniles","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"122","","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"123","","Treatment of juveniles","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"124","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"125","Homicide investigations","","","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"126","Homicide investigations","Treatment of juveniles","","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"127","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"128","","Treatment of juveniles","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"129","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"130","Homicide investigations","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"131","Homicide investigations","Treatment of juveniles","Response time","","","","","","Helping NOPD leadership see and correct problems","",""
